previous_crop,crop,soil_type,temperature,humidity,yield,market_price,nitrogen,phosphorus,potassium,ph
groundnut,rice,high_nitrogen,22.7,89,5.0,1833,87,24,28,6.0
potato,wheat,high_nitrogen,26.1,83,4.39,2440,44,36,51,7.2
cotton,cotton,balanced,30.4,64,4.54,6446,32,42,58,7.4
rice,sugarcane,low_nitrogen,27.5,53,30.29,430,50,43,29,6.5
groundnut,maize,low_nitrogen,21.4,77,5.97,1707,67,32,38,5.8
tomato,wheat,high_nitrogen,20.6,69,4.45,2581,54,36,34,7.2
maize,rice,balanced,29.7,58,5.49,1904,65,51,38,6.3
potato,potato,low_nitrogen,33.3,79,10.19,959,52,23,37,7.4
cotton,potato,low_nitrogen,29.3,76,9.75,906,27,25,45,7.4
wheat,maize,high_nitrogen,29.4,81,6.07,1509,53,58,27,6.1
cotton,cotton,low_nitrogen,33.0,42,3.85,6523,21,40,30,6.6
tomato,maize,high_nitrogen,27.6,68,6.04,1833,49,33,22,6.6
cotton,maize,low_nitrogen,21.0,65,6.04,1607,20,59,30,5.9
sugarcane,cotton,low_nitrogen,34.9,60,4.18,6449,46,55,25,5.5
tomato,rice,high_nitrogen,20.4,72,5.2,2404,53,21,24,5.8
cotton,tomato,high_nitrogen,35.0,77,14.94,1881,27,49,48,7.1
potato,wheat,high_nitrogen,23.7,79,4.49,2223,68,38,53,6.0
tomato,sugarcane,high_nitrogen,26.9,73,29.91,200,49,49,52,7.5
cotton,maize,low_nitrogen,24.1,51,5.97,2191,21,29,42,5.8
tomato,wheat,low_nitrogen,27.0,45,4.36,2789,56,50,25,6.7
wheat,maize,balanced,24.7,69,6.64,2026,40,58,60,7.1
potato,rice,high_nitrogen,32.1,79,5.16,2254,53,23,52,6.2
rice,groundnut,high_nitrogen,24.8,56,3.1,5659,52,50,29,6.7
tomato,wheat,low_nitrogen,26.9,72,4.42,2781,58,30,35,6.7
groundnut,groundnut,low_nitrogen,28.6,61,3.44,5765,71,37,50,7.3
maize,tomato,low_nitrogen,28.3,78,14.76,1779,55,54,44,7.0
potato,sugarcane,balanced,25.3,76,30.48,200,52,27,25,5.9
cotton,maize,low_nitrogen,23.4,66,5.94,1828,37,47,24,7.3
groundnut,wheat,low_nitrogen,35.0,45,4.35,2088,88,37,53,7.4
maize,groundnut,high_nitrogen,20.4,54,3.25,5568,60,53,60,6.3
sugarcane,sugarcane,low_nitrogen,31.7,43,30.21,200,66,53,46,6.6
potato,potato,low_nitrogen,25.1,69,9.83,1231,69,42,24,6.9
wheat,wheat,high_nitrogen,23.9,59,4.33,2212,57,35,44,6.6
tomato,wheat,low_nitrogen,22.9,53,4.5,2546,52,50,46,5.5
sugarcane,cotton,balanced,26.1,62,4.28,6834,61,28,37,7.4
cotton,cotton,high_nitrogen,33.6,46,3.99,6473,21,55,20,7.2
sugarcane,tomato,low_nitrogen,31.7,77,14.95,1281,58,31,23,6.3
maize,groundnut,low_nitrogen,33.6,65,3.26,5663,59,56,34,6.3
potato,maize,low_nitrogen,26.0,74,5.89,1858,68,39,32,6.5
maize,rice,high_nitrogen,24.8,42,5.24,2167,53,52,50,5.7
maize,rice,high_nitrogen,27.2,57,5.08,2319,57,31,38,6.5
rice,rice,high_nitrogen,29.4,41,4.84,2359,64,40,45,6.3
rice,wheat,low_nitrogen,23.2,78,4.77,2543,50,27,26,6.7
wheat,potato,low_nitrogen,28.5,62,10.11,1094,67,41,28,7.2
cotton,maize,low_nitrogen,20.4,66,5.83,2127,34,51,46,7.1
rice,groundnut,balanced,33.4,58,3.72,5891,43,25,58,6.9
maize,cotton,high_nitrogen,25.0,70,3.78,6754,41,58,33,7.2
wheat,sugarcane,balanced,25.4,72,30.72,612,67,37,34,6.4
groundnut,maize,balanced,26.6,66,6.7,2131,85,25,24,7.1
cotton,groundnut,high_nitrogen,25.7,71,3.15,6038,22,42,52,6.5
rice,groundnut,low_nitrogen,20.3,84,3.4,5616,59,44,51,6.8
rice,wheat,balanced,33.3,57,5.0,2462,47,20,56,5.7
tomato,potato,low_nitrogen,31.6,83,10.01,919,64,45,30,6.6
tomato,rice,high_nitrogen,23.1,50,4.97,2473,62,42,53,5.6
wheat,tomato,balanced,28.2,49,15.54,1424,68,39,32,6.9
potato,wheat,balanced,20.0,81,5.08,2475,69,22,23,6.4
sugarcane,groundnut,balanced,24.5,63,4.17,5686,61,27,54,7.4
sugarcane,rice,high_nitrogen,30.8,86,5.25,1943,50,40,40,7.3
tomato,potato,low_nitrogen,20.4,41,9.87,915,57,43,31,7.4
tomato,sugarcane,high_nitrogen,20.7,44,29.85,569,51,40,30,6.2
tomato,wheat,high_nitrogen,26.6,74,4.4,2555,49,23,23,5.7
tomato,sugarcane,high_nitrogen,29.8,56,30.21,200,63,50,25,6.2
groundnut,tomato,high_nitrogen,20.6,56,14.75,1251,61,46,48,6.6
potato,cotton,high_nitrogen,21.5,88,4.28,6762,60,57,32,7.0
maize,cotton,low_nitrogen,21.9,80,4.29,6400,68,45,35,7.1
sugarcane,rice,high_nitrogen,31.5,61,5.0,2240,40,26,37,7.1
groundnut,maize,high_nitrogen,21.9,51,6.21,1899,64,30,50,6.8
wheat,groundnut,low_nitrogen,20.5,41,3.52,5735,58,27,21,5.6
groundnut,rice,balanced,22.6,58,5.78,1953,80,39,43,5.6
wheat,sugarcane,high_nitrogen,24.4,83,30.09,200,56,45,22,6.2
maize,tomato,balanced,29.7,68,15.41,1768,54,29,22,5.5
maize,potato,low_nitrogen,34.1,82,9.7,1157,41,34,24,6.7
rice,cotton,high_nitrogen,28.9,79,3.74,6862,44,36,23,6.4
wheat,wheat,high_nitrogen,23.7,72,4.55,2351,56,39,36,5.7
potato,potato,low_nitrogen,22.4,89,10.14,1212,52,39,53,6.4
rice,rice,low_nitrogen,26.2,44,4.55,2113,49,30,35,6.4
rice,maize,high_nitrogen,24.2,81,5.88,1865,67,50,55,7.5
maize,sugarcane,high_nitrogen,26.0,88,30.0,654,60,33,49,7.2
wheat,groundnut,low_nitrogen,34.0,43,3.73,5496,61,25,48,6.2
wheat,tomato,low_nitrogen,22.9,75,14.71,1850,65,40,57,7.5
potato,wheat,low_nitrogen,26.0,49,4.78,2464,53,31,46,7.3
cotton,tomato,low_nitrogen,20.3,64,15.01,1835,25,35,49,7.2
tomato,sugarcane,high_nitrogen,33.4,44,30.05,672,66,57,37,6.7
wheat,cotton,low_nitrogen,29.0,69,3.96,6679,67,51,31,6.7
tomato,rice,balanced,27.6,44,5.47,1944,46,36,56,5.9
wheat,wheat,high_nitrogen,29.9,73,4.4,2720,53,54,56,6.5
maize,groundnut,low_nitrogen,28.1,53,3.65,5584,54,57,47,6.7
sugarcane,sugarcane,high_nitrogen,25.3,41,30.03,200,55,41,47,6.7
potato,rice,high_nitrogen,20.7,88,4.97,2547,41,45,41,6.0
potato,sugarcane,low_nitrogen,32.9,42,30.03,338,45,24,57,6.3
rice,sugarcane,low_nitrogen,31.4,55,29.74,401,60,55,56,6.0
potato,rice,low_nitrogen,22.3,47,4.7,2154,44,52,31,6.1
rice,rice,balanced,22.2,40,5.7,2185,41,59,21,5.6
cotton,rice,high_nitrogen,20.2,61,4.82,2546,35,49,53,7.1
groundnut,groundnut,low_nitrogen,26.8,49,3.35,6073,68,46,55,7.4
rice,wheat,low_nitrogen,30.1,82,4.65,2579,56,42,28,6.3
tomato,tomato,high_nitrogen,33.1,87,15.27,1640,50,22,26,6.8
groundnut,wheat,high_nitrogen,27.1,74,4.75,2105,60,34,23,5.8
rice,rice,high_nitrogen,31.6,66,5.0,2183,68,46,25,7.2
sugarcane,potato,low_nitrogen,21.1,49,10.06,1318,44,23,27,7.5
tomato,potato,low_nitrogen,22.2,45,10.0,1400,56,32,30,5.7
maize,wheat,low_nitrogen,27.0,40,4.7,2098,43,53,38,7.2
wheat,groundnut,low_nitrogen,23.8,83,3.56,5367,65,48,47,6.4
rice,sugarcane,low_nitrogen,27.3,59,29.84,588,68,57,56,6.4
tomato,maize,balanced,33.7,55,6.77,1581,61,23,44,6.7
groundnut,potato,low_nitrogen,29.5,69,9.89,1427,87,29,22,6.9
maize,rice,balanced,21.4,41,5.44,2529,55,45,47,6.1
wheat,groundnut,low_nitrogen,29.8,87,3.24,6012,69,24,35,7.4
potato,potato,low_nitrogen,30.6,40,9.73,1438,58,44,46,6.3
maize,wheat,low_nitrogen,23.6,72,4.68,2534,68,35,54,7.1
maize,cotton,low_nitrogen,20.6,49,4.26,6745,62,25,26,7.5
potato,rice,low_nitrogen,30.0,89,4.47,1804,60,46,29,6.2
rice,sugarcane,low_nitrogen,22.2,82,29.87,373,66,28,39,6.5
potato,cotton,balanced,22.0,71,4.55,6869,49,56,58,6.3
maize,sugarcane,balanced,28.6,83,30.52,499,49,46,48,7.3
sugarcane,cotton,balanced,26.6,76,4.56,6340,57,30,25,6.3
cotton,groundnut,low_nitrogen,23.6,40,3.35,5565,25,40,39,6.3
wheat,tomato,low_nitrogen,20.0,90,14.7,1564,68,44,22,6.1
maize,wheat,balanced,33.4,78,4.7,2252,70,26,42,7.2
potato,wheat,high_nitrogen,20.5,75,4.51,2233,48,50,44,7.3
maize,groundnut,low_nitrogen,33.4,79,3.63,6001,53,38,27,5.6
potato,potato,low_nitrogen,31.0,53,9.75,1034,48,32,20,5.8
potato,rice,high_nitrogen,28.8,85,5.12,1842,57,26,51,7.2
maize,sugarcane,high_nitrogen,34.0,85,30.19,200,61,57,44,6.6
rice,groundnut,low_nitrogen,32.2,86,3.47,5722,66,48,43,6.5
potato,cotton,low_nitrogen,30.5,73,4.01,6793,70,32,31,6.6
wheat,groundnut,low_nitrogen,34.9,45,3.32,5551,70,51,44,6.6
potato,sugarcane,high_nitrogen,21.7,65,30.0,617,47,49,21,6.4
potato,tomato,balanced,28.4,54,15.66,1283,65,41,34,5.7
maize,maize,balanced,25.2,69,6.69,1872,43,33,29,6.0
sugarcane,sugarcane,low_nitrogen,30.3,85,29.96,400,69,54,51,6.7
wheat,potato,low_nitrogen,28.0,86,9.95,812,56,32,31,7.5
wheat,tomato,high_nitrogen,22.1,87,15.12,1279,55,52,34,6.4
sugarcane,cotton,balanced,30.3,52,4.49,6762,47,46,30,7.0
groundnut,potato,low_nitrogen,33.6,70,10.08,1505,77,27,26,5.5
sugarcane,wheat,low_nitrogen,31.4,48,4.36,2363,43,43,39,6.8
wheat,wheat,low_nitrogen,25.0,67,4.33,2674,46,35,57,6.4
tomato,wheat,low_nitrogen,26.7,73,4.32,2057,62,45,21,5.9
rice,potato,low_nitrogen,34.5,88,10.12,1104,46,25,46,6.0
maize,tomato,balanced,30.4,64,15.34,1496,59,55,49,7.2
rice,wheat,balanced,24.5,47,5.0,2209,42,25,49,5.9
tomato,rice,high_nitrogen,31.3,48,4.71,2407,41,25,31,6.7
groundnut,groundnut,low_nitrogen,26.2,90,3.48,5501,67,22,54,7.5
cotton,potato,low_nitrogen,24.1,83,10.05,1191,32,33,58,7.0
wheat,maize,high_nitrogen,24.0,64,6.04,1856,55,22,56,6.4
cotton,cotton,balanced,28.0,49,4.71,6336,22,45,48,6.7
sugarcane,rice,high_nitrogen,28.0,54,5.27,2032,63,47,28,5.9
cotton,rice,high_nitrogen,28.6,76,5.03,2279,32,46,28,7.4
maize,sugarcane,high_nitrogen,33.4,60,29.93,607,44,41,51,7.0
wheat,groundnut,high_nitrogen,30.7,78,2.82,5422,54,28,50,6.2
groundnut,groundnut,low_nitrogen,27.6,61,3.32,5907,77,45,53,5.8
rice,groundnut,low_nitrogen,20.5,46,3.26,5683,46,24,46,6.9
tomato,potato,low_nitrogen,24.8,43,10.17,1107,51,20,56,6.7
cotton,sugarcane,balanced,24.1,52,30.52,260,38,39,48,6.0
groundnut,groundnut,low_nitrogen,27.5,52,3.79,5696,71,41,47,7.5
rice,maize,low_nitrogen,23.6,42,5.87,1917,59,35,48,7.0
tomato,sugarcane,high_nitrogen,30.7,61,29.72,412,54,52,35,6.5
potato,rice,high_nitrogen,32.6,75,4.93,2222,70,56,24,5.9
rice,tomato,high_nitrogen,22.1,90,15.12,1322,60,60,22,6.3
maize,wheat,balanced,30.7,75,5.16,2279,41,47,24,7.2
sugarcane,groundnut,low_nitrogen,28.5,77,3.41,5611,56,51,43,6.8
wheat,wheat,low_nitrogen,31.0,70,4.37,2360,63,53,20,5.5
wheat,tomato,high_nitrogen,27.9,73,15.21,1264,58,24,21,6.2
maize,groundnut,high_nitrogen,25.9,63,3.17,5593,70,30,37,7.5
groundnut,rice,low_nitrogen,23.8,74,4.35,2488,87,42,24,6.9
tomato,sugarcane,high_nitrogen,28.0,86,29.73,200,48,26,60,5.9
cotton,potato,low_nitrogen,29.3,44,9.82,845,21,27,45,7.5
rice,rice,high_nitrogen,32.4,71,4.99,2040,68,43,21,7.4
wheat,cotton,balanced,28.7,73,4.57,6880,70,54,25,7.4
cotton,potato,low_nitrogen,21.0,59,10.0,1308,30,22,20,5.5
groundnut,maize,high_nitrogen,21.3,74,5.81,1711,90,20,33,6.6
potato,sugarcane,low_nitrogen,29.7,60,29.9,200,42,28,30,6.7
groundnut,sugarcane,balanced,26.0,42,30.3,389,60,55,55,5.8
wheat,tomato,low_nitrogen,27.9,53,14.93,1339,45,55,59,6.0
wheat,maize,high_nitrogen,30.4,47,5.95,1890,59,53,55,7.2
groundnut,groundnut,low_nitrogen,29.4,53,3.79,5455,60,23,51,6.9
sugarcane,potato,high_nitrogen,31.2,57,9.96,1536,52,29,21,5.7
rice,rice,high_nitrogen,27.0,64,5.0,2498,49,57,33,6.0
rice,potato,low_nitrogen,28.8,44,10.14,855,56,21,45,5.8
rice,sugarcane,balanced,25.2,47,30.52,477,68,30,50,6.3
groundnut,maize,low_nitrogen,28.7,48,5.85,1698,88,39,39,7.3
groundnut,rice,high_nitrogen,30.5,70,5.23,1909,66,54,60,7.4
wheat,cotton,low_nitrogen,32.7,59,3.91,6566,57,23,31,5.6
maize,cotton,low_nitrogen,33.5,60,3.96,7080,45,36,24,6.1
sugarcane,tomato,high_nitrogen,22.9,81,14.82,1882,44,52,30,7.0
sugarcane,potato,low_nitrogen,30.7,63,10.2,1394,56,45,49,6.8
cotton,rice,low_nitrogen,26.8,86,4.61,2168,40,20,29,5.9
tomato,tomato,balanced,28.8,66,15.34,1161,65,25,50,6.3
sugarcane,groundnut,balanced,21.7,57,3.89,5832,47,33,21,6.6
rice,sugarcane,high_nitrogen,32.2,80,29.84,359,64,29,21,6.4
groundnut,potato,low_nitrogen,21.6,73,10.24,1034,68,39,32,5.5
tomato,maize,high_nitrogen,34.7,46,5.81,1674,57,25,49,6.8
groundnut,rice,high_nitrogen,25.1,44,5.01,2545,78,47,40,7.4
sugarcane,cotton,balanced,30.6,51,4.62,7044,52,59,29,5.6
rice,rice,low_nitrogen,25.4,51,4.25,2324,43,23,45,5.6
tomato,maize,low_nitrogen,24.1,56,5.77,1433,68,25,21,5.9
rice,rice,high_nitrogen,21.5,82,4.84,2465,62,57,41,5.9
potato,sugarcane,balanced,34.7,81,30.52,691,54,25,39,7.5
wheat,rice,high_nitrogen,34.6,42,5.14,1869,69,39,54,6.8
groundnut,groundnut,low_nitrogen,27.9,88,3.72,5476,82,46,53,6.4
rice,cotton,high_nitrogen,20.2,73,3.95,6321,50,24,45,6.1
tomato,sugarcane,low_nitrogen,29.6,82,29.84,200,61,51,53,6.9
sugarcane,rice,high_nitrogen,31.4,74,5.2,1915,44,44,30,7.4
cotton,groundnut,low_nitrogen,30.6,70,3.73,5599,30,51,37,7.3
maize,wheat,low_nitrogen,21.9,54,4.7,2469,44,21,22,6.2
cotton,tomato,balanced,21.9,83,15.51,1785,35,54,54,7.4
sugarcane,cotton,high_nitrogen,24.4,72,3.77,6620,62,21,32,5.7
wheat,cotton,high_nitrogen,32.1,60,3.93,6893,67,50,60,7.2
maize,tomato,low_nitrogen,34.3,46,14.76,1318,65,49,59,5.8
wheat,cotton,low_nitrogen,34.3,50,4.29,6592,67,51,59,7.3
sugarcane,maize,low_nitrogen,21.5,78,6.27,2136,47,25,54,5.6
sugarcane,rice,high_nitrogen,22.1,42,4.95,2071,50,37,46,5.6
groundnut,tomato,balanced,30.3,69,15.31,1826,63,53,26,6.8
sugarcane,groundnut,low_nitrogen,25.9,54,3.39,5647,60,36,47,6.3
rice,sugarcane,low_nitrogen,32.8,86,30.13,200,46,38,53,6.6
potato,tomato,low_nitrogen,23.1,48,15.3,1341,50,21,57,7.2
groundnut,wheat,low_nitrogen,25.1,88,4.49,2311,84,26,45,7.4
wheat,sugarcane,low_nitrogen,25.9,60,29.82,200,51,39,58,6.2
sugarcane,wheat,high_nitrogen,34.2,65,4.64,2553,47,43,46,5.9
sugarcane,maize,low_nitrogen,25.5,72,5.8,2152,70,55,38,5.6
tomato,cotton,low_nitrogen,30.7,51,3.93,6988,41,49,43,7.2
sugarcane,maize,high_nitrogen,23.9,89,6.12,2077,64,39,44,6.8
potato,wheat,low_nitrogen,27.4,78,4.62,2343,56,36,44,5.8
groundnut,potato,low_nitrogen,26.9,53,10.17,914,90,51,28,5.6
cotton,cotton,high_nitrogen,33.2,74,4.21,6387,22,21,49,5.8
maize,cotton,high_nitrogen,21.7,79,4.3,6315,70,50,34,6.3
groundnut,groundnut,low_nitrogen,32.8,68,3.47,5521,85,22,26,7.2
potato,maize,high_nitrogen,27.9,68,6.28,1457,58,32,41,6.4
maize,potato,low_nitrogen,31.6,78,9.89,1379,66,54,40,7.3
groundnut,wheat,low_nitrogen,21.2,43,4.75,2096,63,59,60,6.2
maize,wheat,high_nitrogen,30.6,70,4.45,2565,63,31,30,5.7
potato,cotton,high_nitrogen,24.6,50,4.1,6810,43,25,35,6.9
sugarcane,groundnut,low_nitrogen,25.4,72,3.39,6042,54,26,47,5.6
wheat,maize,high_nitrogen,30.5,47,6.28,1416,68,27,20,6.6
cotton,wheat,high_nitrogen,27.3,51,4.37,2378,31,26,31,7.0
rice,sugarcane,low_nitrogen,29.3,44,29.81,200,57,29,41,6.2
cotton,cotton,balanced,23.3,45,4.4,6936,40,22,32,6.0
tomato,wheat,balanced,30.2,58,5.13,2109,61,31,26,6.0
sugarcane,sugarcane,high_nitrogen,31.7,43,29.75,339,62,43,33,7.3
tomato,cotton,high_nitrogen,34.2,56,4.3,6314,67,27,21,6.7
rice,rice,high_nitrogen,30.7,51,4.84,1863,50,56,22,7.3
sugarcane,tomato,balanced,25.0,82,15.5,1851,44,31,56,6.7
wheat,sugarcane,balanced,31.4,73,30.57,231,56,44,25,7.5
maize,tomato,low_nitrogen,27.4,80,14.87,1576,68,50,27,6.4
potato,rice,high_nitrogen,28.2,88,5.22,2092,62,59,21,7.0
sugarcane,tomato,low_nitrogen,29.0,71,14.73,1810,70,52,58,6.1
wheat,tomato,balanced,27.6,59,15.3,1775,44,20,50,5.8
sugarcane,potato,low_nitrogen,23.6,85,10.14,887,52,52,46,6.1
maize,potato,low_nitrogen,24.6,65,10.2,1180,50,48,50,7.5
potato,wheat,balanced,26.1,76,4.9,2118,46,39,48,7.0
groundnut,sugarcane,low_nitrogen,20.8,75,29.93,340,77,40,49,7.3
tomato,cotton,high_nitrogen,34.5,69,4.27,6518,54,54,23,5.5
wheat,rice,high_nitrogen,25.8,53,4.72,1821,51,46,24,6.3
maize,sugarcane,balanced,33.8,63,30.27,555,53,43,22,6.5
potato,groundnut,low_nitrogen,31.6,71,3.42,6064,52,24,31,6.2
potato,sugarcane,low_nitrogen,27.5,69,30.15,599,60,27,24,5.8
potato,wheat,high_nitrogen,31.8,81,4.33,2298,53,31,55,6.7
wheat,sugarcane,high_nitrogen,34.8,43,29.93,406,46,20,21,6.7
sugarcane,wheat,low_nitrogen,30.3,63,4.51,2625,42,50,38,5.8
groundnut,wheat,balanced,29.2,76,5.19,2366,85,37,53,6.6
rice,maize,high_nitrogen,31.4,73,5.93,1862,49,27,46,5.8
sugarcane,potato,balanced,34.6,79,10.77,1473,46,49,45,5.9
cotton,maize,low_nitrogen,34.8,82,6.15,1522,21,57,45,6.6
cotton,tomato,high_nitrogen,29.7,42,14.83,1801,32,51,35,5.6
tomato,potato,low_nitrogen,29.9,47,10.09,1383,64,22,20,7.2
sugarcane,rice,high_nitrogen,20.1,68,4.84,2326,55,41,57,6.2
groundnut,cotton,high_nitrogen,34.5,82,3.75,6499,83,33,47,5.9
sugarcane,tomato,balanced,28.5,66,15.21,1318,49,23,44,5.6
groundnut,cotton,low_nitrogen,33.4,78,4.21,7025,74,33,45,7.5
tomato,sugarcane,balanced,33.3,62,30.57,200,45,20,29,6.2
rice,groundnut,low_nitrogen,22.5,83,3.42,5728,58,43,33,6.8
sugarcane,groundnut,low_nitrogen,20.7,52,3.45,5675,56,35,26,5.5
tomato,rice,high_nitrogen,23.4,61,4.72,2278,56,33,52,6.0
rice,groundnut,low_nitrogen,22.4,86,3.46,5452,63,41,33,7.1
potato,rice,high_nitrogen,21.7,41,4.74,2541,61,20,44,6.1
sugarcane,wheat,balanced,20.8,41,5.27,2413,46,41,41,7.2
groundnut,maize,high_nitrogen,20.8,55,6.09,2094,78,56,53,5.7
wheat,rice,high_nitrogen,22.2,64,4.87,2019,47,40,36,7.4
tomato,tomato,high_nitrogen,34.6,59,14.93,1822,62,41,46,6.4
groundnut,tomato,high_nitrogen,23.8,72,15.11,1136,77,24,53,7.4
wheat,sugarcane,high_nitrogen,24.7,44,29.84,200,63,46,44,6.3
tomato,tomato,balanced,32.4,66,15.75,1849,61,34,27,6.1
cotton,cotton,high_nitrogen,33.3,44,4.16,6496,39,43,52,6.6
cotton,cotton,balanced,22.7,64,4.66,6444,32,59,51,5.7
potato,maize,high_nitrogen,28.9,52,5.74,2051,58,27,54,6.1
maize,groundnut,balanced,34.5,73,3.75,5814,43,60,32,5.8
tomato,rice,balanced,22.3,72,5.38,2553,55,28,24,5.9
sugarcane,groundnut,low_nitrogen,31.6,45,3.7,5640,67,47,55,6.2
wheat,cotton,balanced,31.9,62,4.63,6789,56,44,55,6.8
potato,wheat,low_nitrogen,28.3,42,4.56,2305,43,23,29,6.7
wheat,potato,low_nitrogen,26.6,81,9.76,1473,54,26,23,7.2
maize,sugarcane,balanced,24.0,66,30.37,200,66,33,35,5.9
sugarcane,maize,low_nitrogen,21.4,60,5.9,1739,43,52,47,6.0
potato,sugarcane,high_nitrogen,34.0,75,29.85,369,50,23,39,7.4
cotton,potato,low_nitrogen,34.5,51,9.85,1154,34,31,44,7.4
wheat,wheat,high_nitrogen,24.4,80,4.42,2607,47,44,22,6.1
cotton,cotton,high_nitrogen,27.2,86,4.14,6318,30,33,34,6.1
potato,cotton,high_nitrogen,31.5,77,3.98,6385,49,38,41,5.5
sugarcane,potato,low_nitrogen,20.2,55,10.0,1509,42,49,29,5.9
groundnut,groundnut,low_nitrogen,24.2,89,3.57,5846,76,24,37,6.2
sugarcane,tomato,low_nitrogen,22.8,86,14.93,1410,53,24,40,6.8
tomato,wheat,high_nitrogen,21.7,72,4.45,2335,51,21,47,6.8
wheat,groundnut,low_nitrogen,25.0,67,3.42,5594,67,29,45,6.4
sugarcane,sugarcane,low_nitrogen,25.8,64,30.06,200,63,41,29,5.6
sugarcane,wheat,balanced,33.3,89,4.87,2142,40,33,48,6.5
wheat,cotton,high_nitrogen,21.8,41,3.81,6628,65,47,28,7.0
tomato,wheat,low_nitrogen,23.1,68,4.23,2167,47,29,41,6.2
tomato,tomato,balanced,32.7,44,15.62,1719,70,47,38,7.0
wheat,tomato,low_nitrogen,23.3,66,14.87,1253,58,35,50,5.7
potato,potato,low_nitrogen,25.6,51,10.12,947,43,32,39,7.4
sugarcane,potato,low_nitrogen,29.0,65,9.98,865,56,23,20,6.5
tomato,groundnut,low_nitrogen,25.7,45,3.46,5716,69,25,30,5.5
sugarcane,sugarcane,balanced,29.4,59,30.29,330,65,36,48,5.9
maize,potato,low_nitrogen,34.3,83,9.7,1402,56,49,27,7.0
sugarcane,maize,high_nitrogen,31.0,67,5.88,2141,61,26,55,6.8
tomato,rice,high_nitrogen,29.7,44,4.73,2005,65,31,40,5.6
wheat,sugarcane,high_nitrogen,29.0,48,30.27,546,42,49,31,5.6
sugarcane,sugarcane,high_nitrogen,22.9,53,30.11,608,61,49,48,7.2
cotton,wheat,balanced,30.9,44,5.05,2051,22,22,43,6.0
groundnut,rice,high_nitrogen,26.1,72,5.12,2012,69,56,45,5.7
rice,tomato,high_nitrogen,22.8,61,14.98,1616,60,58,52,6.8
maize,potato,low_nitrogen,32.9,78,10.15,1105,58,60,58,7.2
tomato,maize,high_nitrogen,29.1,64,5.79,2194,60,35,41,6.7
groundnut,maize,high_nitrogen,34.2,88,6.15,2004,66,29,20,6.6
wheat,cotton,high_nitrogen,30.1,88,4.19,6805,65,26,58,6.9
cotton,rice,high_nitrogen,29.1,83,5.09,1829,27,38,49,6.0
sugarcane,groundnut,low_nitrogen,26.7,75,3.52,5548,58,29,24,5.6
wheat,tomato,high_nitrogen,32.7,69,14.83,1592,59,26,34,6.7
sugarcane,groundnut,high_nitrogen,22.4,65,3.02,5712,64,32,42,5.8
cotton,cotton,balanced,27.8,89,4.26,6858,29,29,26,6.0
cotton,potato,low_nitrogen,24.0,61,9.89,1523,30,56,29,6.7
potato,potato,high_nitrogen,24.4,85,10.29,1032,40,59,45,7.3
cotton,cotton,balanced,31.5,50,4.73,6547,34,32,47,6.7
tomato,cotton,balanced,29.3,76,4.56,6612,67,39,28,7.1
wheat,tomato,high_nitrogen,31.4,61,14.77,1110,43,32,36,6.8
maize,wheat,balanced,29.4,82,5.03,2576,56,41,53,6.0
groundnut,potato,low_nitrogen,23.3,47,10.02,1557,66,40,27,7.3
maize,potato,low_nitrogen,28.1,52,10.3,1514,41,32,46,7.1
wheat,sugarcane,balanced,33.9,43,30.3,373,48,23,59,6.9
sugarcane,rice,high_nitrogen,31.9,79,5.08,2471,44,49,34,6.2
tomato,cotton,low_nitrogen,21.1,85,4.07,6633,60,21,59,5.8
wheat,groundnut,low_nitrogen,31.2,81,3.34,5425,47,21,30,5.9
rice,wheat,low_nitrogen,27.4,76,4.48,2557,63,24,27,6.0
sugarcane,maize,high_nitrogen,21.9,54,6.1,1739,43,26,23,7.1
potato,maize,low_nitrogen,29.1,71,6.02,1663,49,49,44,5.9
wheat,wheat,high_nitrogen,22.9,65,4.25,2459,62,53,28,6.3
maize,maize,balanced,21.7,63,6.32,1736,52,23,35,7.3
tomato,potato,low_nitrogen,25.0,54,10.22,1012,45,54,40,7.3
maize,potato,low_nitrogen,29.4,43,10.02,1378,62,32,38,7.3
cotton,wheat,low_nitrogen,20.8,76,4.21,2725,20,48,47,6.2
potato,potato,low_nitrogen,23.9,87,9.86,1387,44,24,48,6.5
groundnut,groundnut,low_nitrogen,22.5,47,3.73,5511,87,55,51,6.0
sugarcane,cotton,low_nitrogen,26.0,51,4.29,6873,52,20,27,7.3
rice,cotton,high_nitrogen,21.0,71,3.85,6377,63,50,60,6.1
rice,sugarcane,balanced,24.4,90,30.23,200,70,50,34,6.5
tomato,sugarcane,high_nitrogen,27.3,63,30.15,200,48,22,23,6.6
maize,potato,low_nitrogen,27.5,54,10.12,803,54,37,56,5.8
tomato,rice,high_nitrogen,22.7,74,4.84,2514,42,45,30,6.7
wheat,cotton,high_nitrogen,27.2,49,4.08,6968,56,47,51,5.6
cotton,cotton,low_nitrogen,31.6,60,4.01,6597,28,40,20,6.1
wheat,rice,high_nitrogen,21.5,56,4.83,2406,70,42,31,6.8
sugarcane,potato,balanced,33.8,64,10.46,1032,42,56,37,5.8
potato,wheat,balanced,28.9,46,5.07,2192,41,56,29,5.5
tomato,sugarcane,high_nitrogen,26.0,77,30.05,362,52,60,46,7.1
groundnut,wheat,balanced,23.4,58,4.74,2115,78,39,52,6.4
