crop_type,soil_type,N,P,K,pH,rainfall_mm,temperature_c,humidity,yield_per_acre
Tomato,Clay,199.2,57.1,96.8,7.77,814.0,16.1,30.2,49.28
Tomato,Clay,116.1,100.2,27.5,6.38,956.8,46.9,24.0,30.74
Tomato,Laterite,44.7,93.8,130.6,6.53,2492.3,23.0,90.7,34.6
Tomato,Black,100.4,27.9,140.1,8.1,1790.8,25.6,90.3,37.95
Tomato,Clay,17.0,18.9,82.5,8.72,2280.2,26.6,31.4,14.41
Tomato,Laterite,184.8,101.4,39.3,7.79,137.5,12.5,22.4,29.12
Tomato,Clay,23.8,138.2,135.4,5.24,1565.1,24.2,70.8,22.28
Tomato,Black,198.1,6.8,93.1,5.26,1459.1,11.9,90.1,28.68
Tomato,Red,43.0,107.1,155.8,4.62,1661.9,46.5,35.4,14.48
Tomato,Alluvial,16.0,122.5,96.0,6.26,644.3,27.6,49.1,51.2
Tomato,Alluvial,32.6,28.3,174.1,4.62,1023.3,21.4,89.2,28.41
Tomato,Laterite,72.0,35.5,94.8,8.96,970.5,34.1,70.9,45.08
Tomato,Clay,30.4,94.1,49.9,6.4,222.7,35.2,63.3,48.47
Tomato,Sandy,112.9,93.2,76.6,4.3,280.6,24.8,34.2,49.19
Tomato,Red,120.1,138.2,37.9,7.43,2411.2,20.4,21.2,23.28
Tomato,Black,160.6,46.9,199.4,4.7,2408.6,44.1,64.2,41.15
Tomato,Laterite,60.4,111.7,168.1,7.58,1636.0,17.1,88.2,31.75
Tomato,Loamy,41.6,139.2,29.2,7.16,1978.5,17.3,75.9,28.86
Tomato,Laterite,50.3,69.4,126.0,8.58,138.0,16.5,38.8,30.15
Tomato,Laterite,176.7,146.2,5.6,7.7,1576.2,47.8,27.2,13.7
Tomato,Alluvial,117.4,26.0,161.6,5.54,1951.8,33.9,41.1,41.64
Tomato,Sandy,62.9,73.5,38.7,8.03,1390.3,39.8,30.2,11.86
Tomato,Red,20.3,22.4,132.6,6.43,1920.0,25.0,30.2,16.71
Tomato,Red,21.2,32.4,59.0,8.98,1100.5,28.1,81.6,37.05
Tomato,Loamy,128.8,67.0,163.8,6.59,2082.7,47.7,71.7,48.11
Tomato,Sandy,152.8,86.3,36.0,5.6,1439.1,8.7,55.0,22.85
Tomato,Red,124.4,122.5,39.9,6.5,1465.5,23.7,40.3,39.38
Tomato,Sandy,35.4,126.1,104.3,6.79,2220.4,8.6,25.4,27.3
Tomato,Laterite,96.5,89.3,126.8,7.66,555.3,18.5,39.5,76.75
Tomato,Alluvial,22.4,149.7,152.2,7.11,1510.6,28.2,40.6,27.87
Tomato,Sandy,167.6,66.8,131.3,5.49,1619.2,44.5,70.0,23.85
Tomato,Sandy,170.5,143.4,172.8,7.39,581.3,10.9,23.8,26.42
Tomato,Laterite,143.9,16.5,181.8,6.61,2270.7,44.1,35.8,20.36
Tomato,Red,112.1,93.7,155.2,7.96,1344.9,11.0,64.6,29.2
Tomato,Alluvial,119.7,31.1,10.9,5.67,738.6,39.6,49.9,41.13
Tomato,Black,48.1,92.6,179.8,7.36,1716.8,40.3,73.5,37.43
Tomato,Laterite,43.0,135.2,141.4,7.95,398.0,13.4,29.0,34.5
Tomato,Black,150.3,61.9,9.7,8.7,382.8,39.0,50.7,54.36
Tomato,Loamy,14.8,52.1,167.2,5.29,1232.6,8.7,26.3,26.31
Tomato,Red,148.6,32.1,24.9,4.51,805.3,14.2,62.9,47.58
Tomato,Loamy,103.0,138.7,90.8,8.19,1290.0,12.3,31.8,33.46
Tomato,Alluvial,101.4,110.1,42.7,6.38,380.9,29.2,65.9,64.84
Tomato,Alluvial,98.8,149.4,79.9,8.27,2169.6,17.3,27.6,50.71
Tomato,Loamy,67.9,72.7,117.2,8.44,1952.2,20.0,79.5,66.31
Tomato,Red,143.8,37.7,41.6,8.0,1101.1,44.7,23.4,28.24
Onion,Black,78.9,120.2,163.1,7.57,300.6,21.8,23.7,31.58
Onion,Black,86.9,70.5,122.3,5.33,1942.0,11.9,64.8,25.12
Onion,Black,167.7,133.9,154.4,6.92,1466.0,26.8,38.5,14.99
Onion,Sandy,198.6,64.0,180.2,4.85,1120.9,46.4,27.3,8.0
Onion,Loamy,184.2,142.7,170.0,8.28,1665.2,16.8,78.5,14.34
Onion,Alluvial,50.0,119.4,189.8,8.59,671.1,34.9,63.7,26.99
Onion,Sandy,35.3,95.4,119.3,5.69,810.1,21.9,59.2,28.91
Onion,Sandy,164.9,125.7,186.8,6.09,1423.0,44.2,45.3,17.25
Onion,Clay,163.3,42.5,56.5,8.65,1678.3,12.6,31.5,27.17
Onion,Sandy,34.5,147.7,36.8,6.76,1706.7,40.8,56.7,8.0
Onion,Clay,142.3,15.6,99.3,6.59,2337.1,24.8,55.7,27.39
Onion,Loamy,189.5,115.7,42.0,4.33,941.9,41.5,28.5,14.07
Onion,Clay,25.6,18.1,14.2,7.3,1512.0,34.5,60.5,15.33
Onion,Loamy,43.2,97.7,30.6,4.74,887.7,24.1,59.9,43.02
Onion,Sandy,146.6,113.8,120.3,6.24,725.9,44.4,49.6,19.64
Onion,Alluvial,192.4,65.6,76.6,8.89,1951.2,39.1,68.0,23.41
Onion,Clay,85.3,63.8,193.5,6.23,2326.4,20.0,52.1,30.73
Onion,Red,53.4,120.1,101.8,4.04,1519.2,39.9,40.0,8.0
Onion,Clay,167.6,41.5,144.8,6.04,243.1,20.2,45.1,28.39
Onion,Sandy,107.5,23.8,94.9,8.77,807.4,27.6,50.7,26.82
Onion,Clay,39.0,30.6,188.3,8.45,1565.5,8.0,54.7,8.0
Onion,Clay,24.6,62.0,35.9,5.95,813.8,32.0,48.9,40.1
Onion,Alluvial,106.2,140.3,109.5,4.61,2078.0,16.9,49.6,12.76
Onion,Black,56.7,77.8,168.4,5.42,478.6,18.9,28.1,26.35
Onion,Loamy,68.4,16.9,75.3,6.49,1134.6,19.2,43.6,43.44
Onion,Red,47.7,138.8,8.3,5.97,1995.4,41.5,58.2,18.67
Onion,Sandy,191.1,103.4,22.9,7.74,1003.6,44.9,42.9,24.03
Onion,Laterite,157.3,101.2,127.2,7.33,751.7,23.3,69.3,29.11
Onion,Alluvial,16.0,78.5,79.4,6.38,490.3,11.6,79.9,55.8
Onion,Sandy,5.6,50.0,174.0,5.67,707.6,29.7,26.3,13.33
Onion,Loamy,192.8,79.1,96.5,8.5,1530.7,18.6,54.0,34.09
Onion,Clay,63.7,55.5,41.6,4.06,517.5,40.3,63.7,41.72
Onion,Alluvial,31.4,53.4,83.2,7.89,841.1,10.0,34.5,35.81
Onion,Alluvial,128.3,88.0,87.3,4.08,1590.3,43.2,81.6,29.99
Onion,Red,186.3,134.0,184.3,8.83,496.9,13.9,54.2,17.99
Onion,Laterite,51.5,23.8,29.4,8.03,1815.6,13.2,37.6,27.59
Onion,Sandy,58.6,147.3,110.4,4.96,2161.1,20.8,43.1,22.52
Onion,Laterite,116.4,6.4,143.7,6.42,1781.7,25.9,57.9,13.11
Onion,Sandy,163.5,55.4,163.4,6.32,342.7,41.9,63.8,31.57
Onion,Clay,183.7,121.3,32.3,4.23,323.6,19.7,84.9,26.81
Onion,Loamy,88.8,95.9,165.6,5.7,1464.0,39.1,77.2,9.56
Onion,Clay,19.9,15.3,67.0,6.08,619.5,9.1,37.6,29.43
Onion,Clay,13.3,108.1,148.2,8.82,708.9,11.3,93.2,20.88
Onion,Black,155.3,73.9,65.6,5.31,1058.8,8.1,34.2,22.96
Onion,Clay,18.6,132.5,120.8,6.67,415.5,27.6,51.9,30.83
Onion,Sandy,170.2,13.2,162.5,4.52,1601.4,27.1,99.9,8.0
Onion,Sandy,27.8,97.6,171.0,4.34,354.4,30.6,37.5,11.15
Onion,Alluvial,189.1,86.2,106.3,6.52,2059.8,47.7,70.7,26.48
Onion,Clay,47.6,33.8,171.9,8.96,1775.2,46.2,48.0,12.8
Onion,Black,5.6,105.4,120.2,8.05,198.4,45.1,46.5,31.57
Onion,Laterite,92.9,22.5,55.2,6.6,341.8,30.8,51.2,45.35
Onion,Laterite,147.8,148.7,55.7,5.61,918.7,37.3,94.5,16.26
Onion,Clay,6.0,111.7,70.8,7.07,836.9,47.4,45.2,9.84
Onion,Alluvial,156.9,96.6,48.7,7.71,439.2,40.9,83.5,49.1
Onion,Loamy,23.6,110.8,60.7,6.7,1935.6,9.3,75.6,15.02
Onion,Red,172.6,13.3,125.6,6.18,382.8,42.0,25.7,12.2
Onion,Loamy,96.2,7.5,110.9,7.13,2454.9,9.6,61.0,18.02
Onion,Clay,105.3,36.6,101.3,4.0,2170.6,8.5,20.6,21.48
Onion,Black,183.7,123.9,119.9,8.3,1456.6,22.3,49.8,26.59
Onion,Clay,34.8,87.4,25.0,5.01,663.2,25.8,23.6,26.58
Onion,Laterite,71.5,132.3,7.7,4.05,620.3,23.0,44.2,23.27
Onion,Alluvial,49.7,125.6,148.4,5.38,1908.1,17.8,74.0,25.16
Onion,Laterite,20.3,5.1,9.0,4.38,990.3,20.2,32.5,12.83
Onion,Black,150.3,147.2,156.8,8.3,114.4,12.7,64.7,16.98
Onion,Sandy,199.8,72.5,199.0,7.65,1677.6,33.6,92.9,18.43
Onion,Laterite,8.0,146.8,76.4,8.35,548.3,25.9,23.5,17.87
Onion,Alluvial,52.5,22.7,167.9,8.58,615.7,36.9,67.3,31.43
Onion,Red,193.1,73.3,86.6,8.53,2266.2,47.7,64.1,20.47
Onion,Red,51.9,9.9,146.7,5.17,1555.9,44.7,96.0,13.34
Onion,Black,111.9,44.4,120.8,5.66,639.8,45.8,45.2,45.92
Onion,Sandy,181.3,45.9,193.2,7.11,2207.6,12.2,40.1,8.38
Onion,Red,194.2,95.5,105.8,8.43,1111.3,30.5,88.7,16.75
Onion,Laterite,115.2,5.3,187.0,5.17,1752.5,28.6,46.0,15.4
Onion,Alluvial,171.7,61.5,169.5,4.19,977.9,10.9,93.5,20.56
Onion,Sandy,93.8,113.2,178.9,6.93,1835.9,22.6,59.7,24.02
Onion,Alluvial,142.8,58.9,136.7,7.18,892.3,47.5,48.6,35.97
Onion,Laterite,192.1,57.4,62.5,7.01,630.7,30.2,32.5,48.94
Onion,Loamy,139.0,95.3,91.9,5.51,1238.5,8.6,25.9,34.89
Onion,Clay,57.5,19.1,5.0,6.98,607.3,8.5,48.7,22.68
Onion,Alluvial,76.6,138.6,122.5,7.31,824.1,11.1,49.3,28.86
Onion,Black,147.4,49.9,109.4,8.98,1165.8,30.1,60.2,28.22
Onion,Alluvial,152.0,65.3,183.2,7.22,1454.4,10.8,78.4,29.74
Onion,Sandy,39.2,71.9,114.8,7.82,939.8,13.9,27.5,17.81
Onion,Clay,183.8,126.9,64.7,8.44,202.9,29.9,94.8,21.21
Onion,Laterite,5.5,80.7,70.4,6.14,1141.1,34.1,21.8,18.52
Onion,Alluvial,56.9,120.8,42.8,6.12,1277.0,28.0,61.3,22.61
Onion,Alluvial,167.0,33.6,77.9,7.47,2368.9,8.8,40.9,24.84
Onion,Black,14.0,77.9,154.7,8.81,742.0,12.9,52.2,26.0
Onion,Alluvial,63.4,92.8,53.1,7.05,2250.8,30.3,78.7,46.96
Onion,Sandy,172.7,149.1,166.0,6.79,333.7,46.2,88.8,8.0
Onion,Alluvial,89.2,86.8,95.2,8.24,165.0,16.4,90.5,57.87
Onion,Alluvial,65.2,55.1,159.3,5.5,2055.3,30.7,82.4,22.33
Onion,Sandy,79.9,56.6,36.2,8.3,1026.1,47.3,92.0,22.95
Onion,Red,164.7,133.4,126.7,4.18,1255.1,43.4,77.1,8.0
Onion,Black,136.4,11.4,193.8,8.59,403.8,12.5,63.1,22.84
Onion,Laterite,30.4,91.3,171.3,7.24,934.2,47.1,99.6,19.92
Onion,Laterite,133.7,84.9,65.6,5.89,857.7,44.7,86.1,36.53
Onion,Red,175.4,93.9,64.3,6.81,632.0,45.9,86.2,39.89
Onion,Black,84.9,125.9,160.1,5.06,541.3,36.7,64.0,36.29
Onion,Loamy,72.4,123.0,158.0,7.61,1706.6,12.3,99.6,19.75
Onion,Red,189.4,72.1,86.6,4.07,222.4,34.7,67.2,35.82
Onion,Sandy,62.7,105.1,19.8,5.81,1237.9,39.3,47.1,18.11
Onion,Clay,69.3,100.4,119.8,4.75,695.6,45.2,34.8,21.74
Onion,Black,48.2,22.3,131.7,7.73,1724.3,45.0,31.7,8.36
Onion,Loamy,68.8,99.1,139.1,6.58,1896.5,9.2,40.5,25.38
Onion,Red,198.1,100.1,196.5,6.42,1048.5,17.9,98.7,21.11
Onion,Alluvial,64.8,26.8,33.0,6.59,1898.1,30.6,89.9,34.6
Onion,Red,28.8,36.0,144.8,5.57,491.7,31.1,37.2,20.29
Onion,Clay,46.9,77.8,69.1,6.2,302.3,17.3,27.8,47.08
Onion,Loamy,84.9,107.9,55.0,5.62,2252.0,24.9,67.3,34.76
Onion,Black,144.0,32.8,88.0,4.92,525.0,12.4,67.5,57.94
Onion,Black,42.6,65.5,166.0,4.65,409.7,17.0,64.2,27.92
Onion,Sandy,70.6,131.5,190.6,6.8,835.3,26.6,38.9,17.49
Onion,Clay,48.4,136.9,37.8,6.79,1963.3,16.5,43.7,9.5
Onion,Red,181.7,30.5,81.9,7.56,2057.0,27.1,34.5,24.17
Onion,Laterite,87.0,46.0,141.5,4.03,355.3,44.7,54.7,19.38
Onion,Black,74.3,26.2,193.0,4.07,1735.3,43.2,22.0,8.0
Onion,Sandy,183.1,57.1,146.7,8.24,1147.3,10.1,96.0,26.21
Onion,Laterite,8.0,66.1,39.8,8.28,1900.1,30.9,59.1,18.33
Onion,Sandy,109.1,61.7,73.6,8.46,1483.9,40.9,61.1,20.42
Onion,Clay,103.0,74.0,94.8,4.55,538.9,11.9,39.4,41.5
Onion,Sandy,63.7,14.6,34.9,8.28,1513.7,21.7,62.1,15.81
Onion,Loamy,144.2,55.0,119.4,8.96,823.8,45.2,45.7,21.47
Onion,Black,28.3,51.7,166.9,4.18,674.6,25.0,77.0,40.67
Onion,Clay,179.6,66.1,114.3,5.14,1089.3,21.5,72.4,28.76
Onion,Alluvial,101.1,99.5,44.4,7.51,1683.5,23.0,42.8,27.57
Onion,Alluvial,76.0,52.8,51.0,8.97,1029.3,45.6,51.2,32.94
Onion,Alluvial,11.3,144.8,86.5,5.24,1581.9,13.3,25.8,13.22
Onion,Red,87.8,80.1,39.5,4.31,982.7,28.2,81.2,49.07
Onion,Laterite,87.8,141.3,136.7,7.3,1023.7,29.4,44.3,16.48
Onion,Laterite,150.6,86.0,86.7,8.22,789.9,27.3,98.3,22.44
Onion,Laterite,121.3,69.7,147.9,4.14,2324.5,30.7,74.7,24.24
Onion,Clay,8.0,134.3,184.5,7.67,1219.7,18.2,79.5,8.0
Onion,Sandy,84.6,81.5,172.7,4.24,1932.7,34.7,36.3,13.62
Onion,Black,16.5,143.2,41.6,8.9,521.4,25.8,44.7,14.27
Onion,Sandy,179.5,114.5,94.0,7.87,599.6,32.0,62.6,30.13
Onion,Black,43.1,55.2,148.7,7.3,1968.0,10.9,66.4,24.16
Onion,Black,30.1,51.8,49.5,6.69,934.0,14.4,83.3,34.78
Onion,Clay,177.0,89.9,158.9,6.25,347.4,21.3,32.9,29.83
Onion,Black,115.9,68.0,144.0,5.58,1814.8,30.0,39.6,33.3
Onion,Loamy,171.8,118.5,164.2,8.95,1897.0,9.4,36.4,12.95
Onion,Red,169.2,12.3,80.5,7.22,1071.2,9.3,72.1,21.1
Onion,Black,8.7,29.7,47.4,6.55,547.3,22.5,80.1,41.78
Onion,Laterite,190.9,131.0,17.8,4.83,1494.6,17.3,94.8,15.06
Onion,Clay,17.2,142.0,111.8,6.51,798.0,8.1,24.9,14.52
Onion,Clay,50.9,25.0,118.2,7.63,781.3,37.4,34.6,12.9
Onion,Clay,39.8,28.5,75.4,6.87,1100.6,31.9,76.4,22.67
Onion,Red,91.9,119.5,53.3,6.72,316.9,26.6,34.2,55.8
Onion,Loamy,45.4,148.8,70.8,5.42,304.6,35.8,60.7,39.38
Onion,Red,129.3,55.8,140.2,5.68,1601.1,17.8,41.4,23.88
Onion,Alluvial,131.5,134.0,121.0,5.08,1482.9,15.2,31.3,22.92
Onion,Loamy,56.9,15.1,66.2,8.92,2258.7,23.8,90.1,29.72
Onion,Clay,66.3,110.4,48.2,4.99,2168.3,32.6,99.1,19.0
Onion,Black,138.9,46.5,177.9,4.22,759.0,15.2,76.9,26.86
Onion,Alluvial,89.8,61.8,39.6,4.67,2251.7,10.7,27.9,28.53
Onion,Laterite,125.4,104.3,143.1,7.43,921.4,20.5,54.3,30.2
Onion,Sandy,104.6,93.9,36.5,4.38,567.4,24.8,91.0,49.8
Onion,Laterite,186.5,144.3,69.5,8.34,1728.5,19.0,95.3,16.4
Onion,Laterite,5.9,9.8,21.3,7.49,1266.9,15.7,67.4,8.0
Onion,Black,70.6,9.1,112.5,4.41,2044.4,11.5,54.3,21.39
Onion,Alluvial,52.7,62.9,53.8,4.01,1661.1,9.7,36.8,34.25
Onion,Sandy,194.5,107.0,85.5,4.61,1240.3,26.3,53.6,28.52
Onion,Sandy,36.8,118.7,191.5,7.84,2411.7,32.2,94.3,14.61
Onion,Red,34.4,47.5,82.5,7.72,2393.3,44.8,58.1,29.08
Onion,Laterite,135.0,135.8,199.8,5.96,711.4,15.4,61.2,16.83
Onion,Clay,121.2,27.1,161.5,4.93,2042.5,24.1,66.2,33.45
Onion,Alluvial,66.0,21.4,108.6,8.58,2280.7,18.0,77.6,20.25
Onion,Loamy,80.6,82.9,179.1,6.32,1168.4,38.7,90.2,23.89
Onion,Clay,129.2,42.3,157.7,5.01,2416.4,8.2,65.6,16.9
Onion,Red,46.2,50.0,84.1,5.12,896.9,43.3,31.1,26.23
Onion,Black,166.2,146.0,129.3,5.41,1555.8,21.7,74.1,22.21
Onion,Alluvial,157.1,66.4,151.3,5.14,2098.1,30.7,20.6,21.06
Onion,Black,108.8,117.2,55.3,7.73,1461.2,25.0,97.7,41.49
Onion,Sandy,21.4,137.0,181.0,8.14,652.8,37.0,67.2,12.92
Onion,Loamy,79.5,94.9,67.2,5.93,2419.2,12.5,28.4,34.74
Onion,Clay,33.7,6.1,116.6,8.84,1261.9,16.5,57.1,13.87
Onion,Sandy,22.3,117.7,131.8,4.81,708.1,38.0,65.3,10.03
Onion,Alluvial,20.3,35.1,84.7,6.58,947.1,30.9,46.0,36.81
Onion,Black,177.0,82.2,120.9,8.95,2464.0,31.5,22.7,22.4
Onion,Alluvial,199.9,17.2,115.8,6.58,712.8,45.9,69.5,25.21
Onion,Loamy,79.9,109.6,63.1,8.4,497.6,18.6,31.6,52.45
Onion,Laterite,43.8,82.1,53.5,7.29,1509.3,45.9,55.6,17.31
Onion,Red,132.1,96.5,105.9,5.9,2013.9,21.8,38.4,27.71
Onion,Sandy,123.5,133.2,121.1,6.23,2012.5,37.9,49.4,8.0
Onion,Sandy,43.2,78.8,160.8,8.38,2178.4,45.8,30.1,17.74
Onion,Sandy,136.8,97.6,169.8,4.07,2330.0,41.2,95.0,24.99
Onion,Laterite,176.3,34.4,67.2,5.58,362.0,37.2,30.9,33.69
Onion,Black,162.2,55.2,105.5,8.46,1022.6,11.3,99.6,30.09
Onion,Clay,118.2,110.2,168.9,8.31,520.9,15.9,21.3,20.34
Onion,Black,182.3,21.6,119.9,4.42,2049.2,44.4,70.3,12.44
Onion,Red,65.0,52.6,47.8,8.07,1892.8,32.4,39.1,34.12
Onion,Laterite,77.5,145.0,133.8,7.91,408.0,24.7,35.3,17.58
Onion,Sandy,66.6,7.5,180.3,8.62,222.3,8.2,85.3,18.2
Onion,Clay,192.8,9.8,184.9,6.4,604.3,34.6,61.4,17.38
Onion,Sandy,28.0,19.1,68.1,7.18,1805.8,43.2,63.3,8.0
Onion,Sandy,15.4,52.9,22.1,6.9,1308.8,39.7,41.4,8.12
Onion,Black,15.4,130.8,109.4,6.85,1431.8,38.2,31.6,9.1
Onion,Black,59.6,107.3,175.0,5.44,1796.5,25.4,44.2,31.97
Onion,Laterite,188.2,56.0,153.1,5.57,2029.3,38.4,81.3,24.89
Onion,Alluvial,73.5,7.5,99.3,8.98,937.7,46.5,28.1,11.47
Onion,Sandy,161.3,12.2,33.5,4.52,256.5,32.0,89.5,14.73
Onion,Alluvial,75.3,70.5,87.0,7.36,915.8,34.5,63.7,55.23
Onion,Alluvial,51.6,99.0,14.0,4.85,1079.3,22.2,47.8,22.21
Onion,Clay,164.3,79.1,130.8,7.33,2069.3,35.5,98.1,14.68
Onion,Laterite,176.1,107.6,152.5,7.41,353.9,46.3,92.7,21.65
Onion,Alluvial,138.3,29.0,110.0,4.63,1386.8,17.7,56.2,28.78
Onion,Red,168.0,97.4,94.2,4.82,2354.2,21.3,28.1,12.53
Onion,Sandy,65.9,145.5,161.2,5.91,500.1,39.2,99.2,24.8
Onion,Alluvial,183.6,23.2,190.7,7.73,931.8,20.2,71.5,27.61
Onion,Alluvial,116.0,75.7,173.1,7.27,480.2,13.7,64.6,50.47
Onion,Black,118.8,72.9,100.7,6.3,2109.9,20.7,57.0,38.48
Onion,Laterite,26.8,143.3,149.4,8.46,966.1,27.4,94.4,8.0
Onion,Alluvial,72.8,55.5,187.6,4.13,1492.7,31.9,83.0,23.76
Onion,Laterite,14.7,130.5,104.4,8.19,1430.8,20.5,30.4,14.28
Onion,Loamy,7.6,30.7,127.9,8.43,1618.7,34.6,28.3,11.87
Onion,Sandy,163.1,105.9,191.0,6.68,957.0,46.5,63.1,26.36
Onion,Clay,148.6,107.4,182.2,7.16,854.9,39.3,59.8,23.1
Onion,Loamy,165.3,56.5,165.1,4.35,685.3,38.6,71.3,27.35
Onion,Alluvial,167.6,107.7,118.0,4.55,1806.2,35.6,45.0,23.58
Onion,Red,76.4,119.4,183.0,7.77,1840.6,15.7,86.7,29.13
Onion,Clay,46.1,100.0,185.7,7.0,2017.7,47.1,88.8,8.0
Onion,Black,45.5,101.5,190.8,8.48,1163.8,33.5,62.3,21.65
Onion,Red,154.1,45.2,69.3,8.22,225.4,45.1,20.1,31.77
Onion,Laterite,146.4,7.4,19.5,4.88,373.2,15.7,74.9,30.85
Onion,Red,62.6,66.8,59.9,6.23,112.2,20.1,55.6,64.31
Onion,Clay,73.3,62.9,157.5,4.94,124.2,44.4,60.4,30.18
Onion,Clay,58.9,124.6,103.9,6.04,2334.2,11.6,69.2,17.43
Onion,Alluvial,127.4,9.1,120.5,8.78,2008.2,21.8,31.1,19.63
Onion,Black,81.6,145.9,198.0,6.05,457.1,44.4,83.5,8.0
Onion,Loamy,33.8,44.9,14.5,4.97,1081.5,23.2,35.9,24.41
Onion,Black,5.6,86.1,52.7,7.16,774.8,11.5,60.4,23.0
Onion,Laterite,91.8,74.8,35.8,8.36,1762.3,25.3,90.2,40.27
Onion,Laterite,88.8,120.8,68.5,6.84,278.6,37.8,75.6,38.07
Onion,Sandy,169.7,55.1,72.0,8.72,2295.0,29.9,49.3,29.71
Onion,Black,168.0,63.6,154.6,8.56,1217.5,29.0,46.4,22.23
Onion,Clay,164.1,148.2,108.5,6.85,2106.8,27.7,52.5,15.42
Onion,Alluvial,61.0,54.8,34.8,6.17,292.8,25.1,47.2,66.97
Onion,Red,198.5,125.1,135.8,8.83,1569.9,10.3,64.8,8.0
Onion,Sandy,77.0,71.6,156.0,6.51,1239.2,20.1,63.2,19.69
Onion,Red,65.1,88.4,67.8,6.39,2269.1,10.7,88.5,29.07
Onion,Sandy,88.6,48.4,30.3,7.14,1323.7,35.1,39.0,18.3
Onion,Sandy,198.4,108.9,24.2,6.68,1806.1,32.5,53.9,10.51
Onion,Alluvial,72.6,54.8,166.2,5.13,307.3,32.1,75.0,48.39
Onion,Loamy,74.7,127.2,159.4,8.21,2293.9,44.4,81.6,8.0
Onion,Loamy,194.8,110.6,119.1,7.5,1803.8,38.5,25.4,8.0
Onion,Laterite,111.8,140.1,56.9,4.3,1405.3,28.9,44.9,14.54
Onion,Red,18.6,87.6,55.7,4.01,2470.8,27.3,88.6,26.85
Onion,Black,156.4,126.5,32.5,5.57,1119.7,41.5,91.4,19.16
Onion,Red,167.1,43.2,191.4,4.07,2332.6,43.9,25.4,20.68
Onion,Sandy,69.1,147.9,175.8,5.48,1319.1,17.2,61.2,16.33
Onion,Black,21.7,131.2,120.8,8.95,161.4,41.3,83.4,13.56
Onion,Alluvial,106.1,63.2,181.6,4.47,1235.5,34.1,68.7,21.33
Onion,Loamy,58.6,34.0,34.3,6.56,2194.0,31.6,89.8,30.41
Onion,Black,79.2,31.2,113.3,5.22,1869.9,43.3,36.9,24.44
Onion,Alluvial,174.4,100.3,128.5,4.55,1480.6,19.0,43.6,24.35
Onion,Black,66.0,78.3,55.6,8.67,1352.6,14.9,41.8,29.19
Onion,Laterite,57.9,111.0,122.2,7.59,1232.2,38.2,58.5,20.02
Onion,Red,140.9,148.8,120.7,4.51,255.7,34.7,72.6,33.67
Onion,Red,130.3,8.8,102.4,4.42,679.2,36.5,79.1,32.28
Onion,Laterite,186.2,36.9,186.6,7.68,145.4,17.6,53.0,20.65
Onion,Alluvial,162.0,5.7,98.4,4.21,837.2,40.2,95.5,13.06
Onion,Clay,195.8,8.6,106.8,7.87,1997.1,37.4,62.3,9.06
Onion,Clay,66.9,108.3,20.8,8.83,548.5,22.3,58.5,35.92
Onion,Black,90.5,83.7,141.9,6.86,1197.6,38.6,50.2,28.43
Onion,Alluvial,5.7,134.3,148.7,4.86,1233.3,47.6,71.5,8.62
Onion,Black,173.6,120.6,67.7,4.44,489.0,21.6,44.4,32.23
Onion,Alluvial,89.3,20.3,48.1,7.94,1287.7,22.9,34.8,35.43
Onion,Alluvial,112.3,27.0,40.9,6.32,922.6,25.6,56.9,46.73
Onion,Black,69.9,36.7,20.8,7.91,2065.6,29.7,32.6,13.34
Onion,Red,75.7,137.9,75.4,6.09,1926.7,39.8,26.7,22.04
Onion,Red,81.5,36.8,89.7,6.35,406.8,8.9,31.1,51.98
Onion,Laterite,123.0,103.4,173.8,8.37,2165.7,14.1,40.1,18.69
Onion,Alluvial,33.1,148.1,155.3,7.6,619.9,44.2,57.9,24.07
Onion,Alluvial,25.1,145.4,156.6,7.63,2398.9,24.3,77.5,8.0
Onion,Sandy,99.1,8.1,154.3,4.98,2179.9,8.9,62.6,9.0
Onion,Clay,40.3,93.9,133.3,4.13,1396.9,39.4,25.5,16.88
Onion,Loamy,52.7,38.7,80.4,4.37,909.7,24.3,59.6,49.77
Onion,Laterite,165.9,97.0,16.8,4.37,1407.9,19.4,69.8,16.52
Onion,Black,165.0,42.9,161.0,5.76,1264.2,15.5,58.9,36.79
Onion,Alluvial,69.7,58.1,21.3,7.21,1425.9,9.6,80.2,32.94
Onion,Sandy,177.5,47.3,31.9,4.11,814.4,16.6,28.2,20.08
Onion,Alluvial,85.8,45.8,95.1,5.19,319.3,12.5,45.5,64.42
Onion,Laterite,193.0,126.3,146.1,6.59,1046.3,26.1,81.2,23.16
Onion,Laterite,110.3,14.9,48.7,8.65,1472.8,25.6,40.0,23.03
Onion,Red,97.8,130.0,195.4,8.28,512.8,14.2,51.5,33.5
Onion,Sandy,135.0,83.7,82.6,7.69,160.1,29.6,29.1,28.43
Onion,Loamy,171.9,90.8,140.0,8.26,412.3,45.9,63.8,25.01
Onion,Sandy,137.3,110.8,54.3,4.85,1832.5,19.9,37.8,15.38
Onion,Red,5.3,89.0,173.6,5.11,899.0,31.5,39.7,14.34
Onion,Clay,14.3,104.1,28.6,4.29,1160.5,37.5,81.5,19.43
Onion,Red,22.6,75.4,160.8,7.14,351.3,43.5,93.4,30.44
Onion,Alluvial,108.4,142.4,47.1,6.37,642.1,30.3,92.7,30.79
Onion,Sandy,147.8,129.6,142.0,7.18,1201.4,26.7,52.5,8.34
